196	10199.67631712963
186	10291.44049537037
22	10172.313113425926
244	10192.219157407408
166	10259.234023148148
298	10233.475280092593
115	10198.747155092593
253	10319.775925925926
305	10258.357259259259
6	10227.169875000001
62	10177.960224537037
286	10264.859027777778
200	10285.51887037037
210	10305.267106481482
224	10278.935645833333
303	10179.801495370371
122	10176.74457175926
194	10179.958206018518
291	10127.68105787037
234	10329.49316898148
119	10289.432763888888
167	10332.619787037038
299	10293.09937962963
308	10274.782925925925
95	10266.24838425926
38	10329.091185185185
102	10295.97832638889
63	10135.972483796297
160	10159.906210648149
50	10151.07288888889
301	10209.241675925925
225	10179.8660625
290	10193.06802314815
97	10234.254203703704
157	10236.986666666666
181	10173.182724537037
278	10315.917527777778
276	10288.268539351851
7	10325.654664351852
10	10183.73011574074
284	10246.871145833333
201	10250.382865740741
287	10250.100650462964
246	10242.179726851851
242	10182.188523148148
249	10180.872050925926
99	10276.74982175926
178	10305.053270833334
251	10257.78225
81	10145.609752314815
260	10308.087476851852
25	10252.929659722222
59	10280.1615
72	10185.618314814814
87	10183.766717592593
42	10198.028583333333
292	10189.777650462964
20	10181.360509259259
13	10307.863516203703
138	10173.889486111111
60	10278.872178240741
57	10227.988266203703
223	10318.871226851852
189	10338.830481481482
243	10185.055037037038
92	10292.27501388889
241	10269.096810185185
254	10268.198613425926
293	10288.27887037037
127	10235.702784722222
222	10214.880814814815
267	10173.308439814815
11	10322.980662037038
8	10177.803643518519
162	10157.829618055555
279	10293.312662037037
145	10280.809988425926
28	10215.882608796295
135	10183.540710648147
32	10228.200918981482
90	10316.95767824074
216	10222.592719907407
250	10210.978530092592
271	10255.252930555556
265	10131.025185185184
198	10233.895145833334
168	10234.815226851852
110	10266.077770833333
58	10315.775256944446
237	10177.97062962963
94	10309.224085648148
128	10184.823689814813
44	10214.801648148148
264	10256.062787037037
41	10308.927983796295
82	10220.300712962964
262	10184.353740740742
174	10307.036715277778
43	10290.222722222223
84	10225.149210648147
269	10328.048206018519
259	10253.724328703704
85	10305.306719907408
213	10172.906430555557
121	10317.015189814814
49	10278.57424074074
155	10177.907185185184
68	10150.168314814815
172	10133.546189814815
19	10247.830613425926
268	10142.084965277778
5	10167.663555555557
80	10262.06495601852
66	10226.875372685186
18	10186.711363425926
26	10316.881657407408
130	10256.491331018518
256	10210.211493055556
1	10263.825050925925
56	10337.286340277777
15	10178.891381944444
207	10283.65800462963
232	10292.413821759259
52	10219.014263888888
161	10314.48992824074
148	10154.202967592591
125	10302.805162037037
83	10289.436981481482
272	10178.878886574073
151	10200.482587962962
54	10304.753979166666
16	10158.867270833334
91	10317.583837962964
294	10285.731770833334
229	10319.824222222222
36	10210.156368055556
70	10233.03931712963
14	10291.514310185185
295	10183.756835648148
233	10285.165388888889
214	10329.202409722222
192	10201.023148148148
100	10316.84501851852
307	10250.066287037038
297	10253.535638888889
193	10306.862541666667
113	10136.16107175926
275	10176.887689814814
219	10318.391386574074
218	10191.301877314816
123	10183.576400462964
158	10186.742668981482
302	10178.668701388888
23	10268.268578703704
296	10233.78369675926
33	10323.65950462963
154	10175.219025462962
77	10240.151495370372
270	10149.952777777778
187	10179.002386574075
170	10265.482435185186
101	10152.0456875
184	10299.911180555555
112	10311.928546296296
133	10307.743694444445
215	10317.549729166667
69	10209.744104166666
104	10283.116252314816
240	10252.035583333332
144	10279.001523148148
191	10319.00444675926
61	10325.303409722223
142	10285.189284722223
177	10205.336395833334
203	10190.215574074075
21	10126.755909722222
197	10317.244791666666
134	10320.97950462963
180	10155.794604166666
236	10302.292372685186
263	10315.96586574074
109	10191.893333333333
64	10273.909335648148
114	10200.219819444445
239	10291.443296296296
117	10241.233800925926
65	10176.134090277777
